Brewery,Name,Address,Brewery_Type,URL,URL_Title,Map_URL,Telephone,Latitude,Longitude
brewery,Stone Cellar Brewpub / Stone Arch Brewery,"1004 S Olde Oneida St Uppr Appleton, WI 54915-1753",Brewpub,http://www.stonecellarbrewpub.com,www.stonecellarbrewpub.com,http://www.google.com/maps/place/1004 S Olde Oneida St Uppr++Appleton+WI+United States,(920) 731-3322,44.245545,-88.353075
brewery,Forager Brewing Company,"1005 6th St. NW Rochester, MN 55901-2741",Brewpub,http://www.foragerbrewery.com,www.foragerbrewery.com,http://www.google.com/maps/place/1005 6th St. NW++Rochester+MN+United States,(507) 258-7490,44.029322,-92.478135
brewery,Deans Brothers Brewing Co.,"1006 S Hathaway St Santa Ana, CA 92705-4129",Micro,http://www.deansbros.com,www.deansbros.com,http://www.google.com/maps/place/1006 S Hathaway St++Santa Ana+CA+United States,(714) 542-2001,33.734344,-117.853186
brewery,Gold Camp Brewing Co,"1007 S Tejon St Colorado Springs, CO 80903",Micro,,,http://www.google.com/maps/place/1007 S Tejon St++Colorado Springs+CO+United States,(719) 695-0344,38.819571,-104.82361
brewery,Elevation 66 Brewing Co,"10082 San Pablo Ave El Cerrito, CA 94530-3927",Brewpub,http://www.elevation66.com,www.elevation66.com,http://www.google.com/maps/place/10082 San Pablo Ave++El Cerrito+CA+United States,(530) 848-9176,37.902052,-122.302939
brewery,Powder Keg Brewing Co,"101 2nd Ave Niwot, CO 80544-1047",Micro,http://www.powderkegbrewingcompany.com,www.powderkegbrewingcompany.com,http://www.google.com/maps/place/101 2nd Ave++Niwot+CO+United States,(720) 600-5442,40.10338,-105.172882
brewery,2nd Shift Brewing Co,"101 Cedar Creek Rd New Haven, MO 63068-2068",Micro,http://www.2ndshiftbrewing.com,www.2ndshiftbrewing.com,http://www.google.com/maps/place/101 Cedar Creek Rd++New Haven+MO+United States,(618) 791-0728,38.543522,-91.181286
brewery,Santa Clara Valley Brewing,"101 E Alma Ave San Jose, CA 95112-5944",Micro,http://www.scvbrewing.com,www.scvbrewing.com,http://www.google.com/maps/place/101 E Alma Ave++San Jose+CA+United States,(408) 288-5181,37.317339,-121.873057
brewery,Taps Fish House and Brewery - Brea,"101 E Imperial Hwy Brea, CA 92821-4924",Brewpub,http://www.tapsbrea.com,www.tapsbrea.com,http://www.google.com/maps/place/101 E Imperial Hwy++Brea+CA+United States,(714) 257-0101,33.916738,-117.899772
brewery,Three Rivers Eatery and Brewery,"101 E Main St Farmington, NM 87401-2701",Brewpub,http://www.threeriversbrewery.com,www.threeriversbrewery.com,http://www.google.com/maps/place/101 E Main St++Farmington+NM+United States,(505) 324-2187,36.728868,-108.205411
brewery,406 Brewing Company,"101 E Oak St Ste D Bozeman, MT 59715-2939",Micro,http://www.406brewingcompany.com,www.406brewingcompany.com,http://www.google.com/maps/place/101 E Oak St Ste D++Bozeman+MT+United States,,45.692983,-111.034075
brewery,French Broad Brewing Co,"101 Fairview Rd Ste D Asheville, NC 28803-4301",Micro,http://www.frenchbroadbrewery.com,www.frenchbroadbrewery.com,http://www.google.com/maps/place/101 Fairview Rd Ste D++Asheville+NC+United States,(828) 277-0222,35.566217,-82.537467
brewery,Bitter Root Brewing Co,"101 Marcus St Hamilton, MT 59840-2541",Micro,http://www.bitterrootbrewing.com,www.bitterrootbrewing.com,http://www.google.com/maps/place/101 Marcus St++Hamilton+MT+United States,(406) 363-7468,46.247197,-114.154201
brewery,Breakwater Brewing Co,"101 N Coast Hwy Ste C140 Oceanside, CA 92054-3015",Brewpub,http://www.breakwaterbrewing.com,www.breakwaterbrewing.com,http://www.google.com/maps/place/101 N Coast Hwy Ste C140++Oceanside+CA+United States,(760) 433-6064,33.195039,-117.379385
brewery,Zythum Brewing Company,"101 N Railroad Ave Fairfield, WA 99012",Micro,http://www.zythumbc.com,www.zythumbc.com,http://www.google.com/maps/place/101 N Railroad Ave++Fairfield+WA+United States,(509) 283-2739,47.385575,-117.172304
brewery,Depot Deli and Lounge,"101 N Railroad St Shenandoah, IA 51601-1158",Brewpub,http://www.depotdeli.com,www.depotdeli.com,http://www.google.com/maps/place/101 N Railroad St++Shenandoah+IA+United States,(712) 246-4444,40.76499,-95.376992
brewery,Oak Pond Brewing Co,"101 Oak Pond Rd Skowhegan, ME 04976-4602",Micro,http://www.oakpondbrewery.com,www.oakpondbrewery.com,http://www.google.com/maps/place/101 Oak Pond Rd++Skowhegan+ME+United States,(207) 474-3233,44.75981,-69.593013
brewery,Standing Stone Brewing Co,"101 Oak St Ashland, OR 97520-1802",Brewpub,http://www.standingstonebrewing.com,www.standingstonebrewing.com,http://www.google.com/maps/place/101 Oak St++Ashland+OR+United States,(541) 482-2448,42.197622,-122.714611
brewery,Middleton Brewing Co,"101 Oakwood Loop San Marcos, TX 78666",Brewpub,http://www.middletonbrewingtx.com,www.middletonbrewingtx.com,http://www.google.com/maps/place/101 Oakwood Loop++San Marcos+TX+United States,(760) 598-5420,29.930892,-98.071675
brewery,Bertrams Salmon Valley Brewery,"101 S Andrews St Salmon, ID 83467-4246",Brewpub,http://www.bertramsbrewery.com,www.bertramsbrewery.com,http://www.google.com/maps/place/101 S Andrews St++Salmon+ID+United States,(208) 756-3391,45.175045,-113.893324
brewery,Bootleggers Restaurant and Brewery,"101 S Madison Ave Aurora, MO 65605-1426",Brewpub,http://www.bootbrewery.com,www.bootbrewery.com,http://www.google.com/maps/place/101 S Madison Ave++Aurora+MO+United States,(417) 678-2888,36.975289,-93.720918
brewery,Philipsburg Brewing Co,"101 W Broadway Philipsburg, MT 59858",Micro,http://philipsburgbrewingcompany.com,philipsburgbrewingcompany.com,http://www.google.com/maps/place/101 W Broadway++Philipsburg+MT+United States,(406) 859-2739,46.332381,-113.294453
brewery,Big Grove Brewery,"101 W Main St Solon, IA 52333-9500",Brewpub,http://www.biggrovebrewery.com,www.biggrovebrewery.com,http://www.google.com/maps/place/101 W Main St++Solon+IA+United States,(319) 624-2337,41.806926,-91.495543
brewery,Oakland Brewing Co,"1010 22nd Ave Oakland, CA 94606-5205",Contract,http://www.oaklandbrewing.com,www.oaklandbrewing.com,http://www.google.com/maps/place/1010 22nd Ave++Oakland+CA+United States,(510) 415-8771,37.781988,-122.240344
brewery,Red River Brewing Co,"1010 Marshall St Ste B Shreveport, LA 71101-3747",Micro,http://www.redriverbeer.com,www.redriverbeer.com,http://www.google.com/maps/place/1010 Marshall St Ste B++Shreveport+LA+United States,(318) 464-1024,32.508813,-93.745791
brewery,Ten 10 Brewing Co,"1010 Virginia Dr Orlando, FL 32803-2532",Micro,http://www.ten10brewing.com,www.ten10brewing.com,http://www.google.com/maps/place/1010 Virginia Dr++Orlando+FL+United States,(407) 930-8993,28.563698,-81.365967
brewery,"Pigs Eye Brewing Co, LLC","10107 Bridgewater Pkwy Woodbury, MN 55129-8587",Proprietor,http://www.pigseyebeer.com,www.pigseyebeer.com,http://www.google.com/maps/place/10107 Bridgewater Pkwy++Woodbury+MN+United States,(651) 734-1661,44.922333,-92.901392
brewery,Brugge Brasserie,"1011A E Westfield Blvd Indianapolis, IN 46220-1719",Brewpub,http://www.bruggebrasserie.com,www.bruggebrasserie.com,http://www.google.com/maps/place/1011A E Westfield Blvd++Indianapolis+IN+United States,(317) 255-0978,39.870541,-86.141198
brewery,7venth Sun Brewery,"1012 Broadway Dunedin, FL 34698-5762",Micro,http://www.7venthsun.com,www.7venthsun.com,http://www.google.com/maps/place/1012 Broadway++Dunedin+FL+United States,(727) 773-3013,28.016206,-82.790049
brewery,Suds Brothers Brewing Co,"1012 Main St Evanston, WY 82930-3443",Brewpub,http://www.sudsbrothersbrewery.com,www.sudsbrothersbrewery.com,http://www.google.com/maps/place/1012 Main St++Evanston+WY+United States,(801) 391-4167,41.26818,-110.966146
brewery,Audacity Brew House,"1012 Shady Oaks Dr Denton, TX 76205-7937",Micro,,,http://www.google.com/maps/place/1012 Shady Oaks Dr++Denton+TX+United States,(940) 218-1987,33.199714,-97.120267
brewery,Motorworks Brewing,"1014 9th St W Bradenton, FL 34205-7331",Micro,http://www.motorworksbrewing.com,www.motorworksbrewing.com,http://www.google.com/maps/place/1014 9th St W++Bradenton+FL+United States,(941) 567-6218,27.490615,-82.571555
brewery,Bowigens Beer Company,"1014 State Rd 436 Casselberry, FL 32707",Micro,http://www.bowigens.com,www.bowigens.com,http://www.google.com/maps/place/1014 State Rd 436++Casselberry+FL+United States,(407) 960-7816,28.645279,-81.322203
brewery,Eventide Brewing Co,"1015 Grant St SE Atlanta, GA 30315-2014",Micro,http://www.eventidebrewing.com,www.eventidebrewing.com,http://www.google.com/maps/place/1015 Grant St SE++Atlanta+GA+United States,(404) 907-4543,33.726741,-84.377064
brewery,Birdland Brewing Company,"1015 Kendall St Horseheads, NY 14845-2216",Micro,http://www.birdlandbrewingco.com,www.birdlandbrewingco.com,http://www.google.com/maps/place/1015 Kendall St++Horseheads+NY+United States,(607) 769-2337,42.156755,-76.833527
brewery,Atomic Ale Brewpub and Eatery,"1015 Lee Blvd Richland, WA 99352-4226",Brewpub,http://www.atomicalebrewpub.com,www.atomicalebrewpub.com,http://www.google.com/maps/place/1015 Lee Blvd++Richland+WA+United States,(509) 946-5465,46.274553,-119.277333
brewery,Twisted Manzanita Ales,"10151 Prospect Ave Santee, CA 92071-4411",Micro,http://www.manzanitabrewing.com,www.manzanitabrewing.com,http://www.google.com/maps/place/10151 Prospect Ave++Santee+CA+United States,(619) 334-1757,32.830807,-116.976813
brewery,Oggis Pizza &amp; Brewing Co - Carmel Mountain Ranch,"10155 Rancho Carmel Dr San Diego, CA 92128-3609",Brewpub,http://www.oggis.com,www.oggis.com,http://www.google.com/maps/place/10155 Rancho Carmel Dr++San Diego+CA+United States,(858) 592-7883,32.965562,-117.089808
brewery,Kinney Creek Brewery,"1016 7th St NW Rochester, MN 55901-2668",Micro,http://www.kinneycreekbrewery.com,www.kinneycreekbrewery.com,http://www.google.com/maps/place/1016 7th St NW++Rochester+MN+United States,(507) 282-2739,44.030941,-92.478223
brewery,Sierra Blanca Brewing Co,"1016 Industrial Rd Moriarty, NM 87035-3567",Micro,http://www.sierrablancabrewery.com,www.sierrablancabrewery.com,http://www.google.com/maps/place/1016 Industrial Rd++Moriarty+NM+United States,(505) 832-2337,35.003855,-106.025386
brewery,Birdsong Brewing,"1016 North Davidson St Charlotte, NC 28206",Micro,http://www.birdsongbrewing.com,www.birdsongbrewing.com,http://www.google.com/maps/place/1016 North Davidson St++Charlotte+NC+United States,(704) 332-1810,35.230652,-80.826536
brewery,Pat O'Hara Brewing Company,"1019 15th St Cody, WY 82414-3721",Brewpub,,,http://www.google.com/maps/place/1019 15th St++Cody+WY+United States,(307) 586-5410,44.526489,-109.05862
brewery,Bend Brewing Co,"1019 NW Brooks St Bend, OR 97701-2018",Brewpub,http://www.bendbrewingco.com,www.bendbrewingco.com,http://www.google.com/maps/place/1019 NW Brooks St++Bend+OR+United States,(541) 383-1599,44.060449,-121.313838
brewery,Maine Coast Brewing Co / Jack Russel's Steakhouse,"102 Eden St Bar Harbor, ME 04609-1106",Micro,,,http://www.google.com/maps/place/102 Eden St++Bar Harbor+ME+United States,(207) 288-4914,44.39603,-68.226469
brewery,Eddyline Brewing LLC,"102 Linderman Ave Buena Vista, CO 81211-9184",Micro,http://www.eddylinebrewing.com,www.eddylinebrewing.com,http://www.google.com/maps/place/102 Linderman Ave++Buena Vista+CO+United States,(719) 966-6018,38.840558,-106.132644
brewery,Bubes Brewery,"102 N Market St Mount Joy, PA 17552-1306",Brewpub,http://www.bubesbrewery.com,www.bubesbrewery.com,http://www.google.com/maps/place/102 N Market St++Mount Joy+PA+United States,(717) 653-2056,40.111778,-76.502986
brewery,Yalobusha Brewing Company,"102 S Main St Water Valley, MS 38965-2906",Micro,http://www.yalobrew.com,www.yalobrew.com,http://www.google.com/maps/place/102 S Main St++Water Valley+MS+United States,,34.149457,-89.633081
brewery,Geneseo Brewing Company,"102 S State St Geneseo, IL 61254-1348",Micro,,,http://www.google.com/maps/place/102 S State St++Geneseo+IL+United States,(309) 945-1422,41.453035,-90.155759
brewery,Ukiah Brewing Co,"102 S State St Ukiah, CA 95482-4903",Brewpub,http://www.ukiahbrewingco.com,www.ukiahbrewingco.com,http://www.google.com/maps/place/102 S State St++Ukiah+CA+United States,(707) 468-5898,39.149842,-123.207934
brewery,Driftless Brewing Co,"102 Sunbeam Blvd E PO Box 178Soldiers Grove, WI 54655-7559",Micro,,,http://www.google.com/maps/place/102 Sunbeam Blvd E+PO Box 178+Soldiers Grove+WI+United States,,43.387906,-90.763228
brewery,Fort Collins Brewery &amp; Tavern,"1020 E Lincoln Ave Fort Collins, CO 80524-2509",Micro,http://www.fortcollinsbrewery.com,www.fortcollinsbrewery.com,http://www.google.com/maps/place/1020 E Lincoln Ave++Fort Collins+CO+United States,(970) 472-1499,40.589175,-105.058523
brewery,Courtyard Brewery,"1020 Erato St New Orleans, LA 70130-4112",Micro,http://www.courtyardbrewing.com,www.courtyardbrewing.com,http://www.google.com/maps/place/1020 Erato St++New Orleans+LA+United States,,29.938765,-90.070561
brewery,Blue Hills Brewery,"1020 Turnpike St Ste 3B Canton, MA 02021-2823",Micro,http://www.bluehillsbrewery.com,www.bluehillsbrewery.com,http://www.google.com/maps/place/1020 Turnpike St Ste 3B++Canton+MA+United States,,42.150524,-71.103793
brewery,Boxing Bear Brewing Company,"10200 Corrales Rd NW Albuquerque, NM 87114-9268",Micro,http://www.boxingbearbrewing.com,www.boxingbearbrewing.com,http://www.google.com/maps/place/10200 Corrales Rd NW++Albuquerque+NM+United States,(505) 897-2327,35.203562,-106.645878
brewery,Thr3e Wise Men Brewing Co,"1021 Broad Ripple Ave Indianapolis, IN 46220-2034",Brewpub,http://www.thr3ewisemen.com,www.thr3ewisemen.com,http://www.google.com/maps/place/1021 Broad Ripple Ave++Indianapolis+IN+United States,(317) 255-5151,39.869484,-86.140748
brewery,Carver Brewing Co,"1022 Main Ave Durango, CO 81301-5124",Brewpub,http://www.carverbrewing.com,www.carverbrewing.com,http://www.google.com/maps/place/1022 Main Ave++Durango+CO+United States,(970) 259-2545,37.274821,-107.879948
brewery,"Hard Knocks Brewing, LLC","1024 E Main St Ste 4 Cottage Grove, OR 97424-2230",Brewpub,http://www.hardknocksbrewing.com,www.hardknocksbrewing.com,http://www.google.com/maps/place/1024 E Main St Ste 4++Cottage Grove+OR+United States,(541) 942-3631,43.797422,-123.057219
brewery,Grossen Bart Brewery,"1025 Delaware Ave Longmont, CO 80501-6187",Micro,http://www.grossenbart.com,www.grossenbart.com,http://www.google.com/maps/place/1025 Delaware Ave++Longmont+CO+United States,(214) 770-9847,40.154429,-105.10925
brewery,Perry Street Brewing Co.,"1025 S Perry St # 2 Spokane, WA 99202-3464",Micro,http://www.perrystreetbrewing.com,www.perrystreetbrewing.com,http://www.google.com/maps/place/1025 S Perry St # 2++Spokane+WA+United States,(509) 279-2820,47.645609,-117.389621
brewery,Ten Ninety Brewing Co,"1025 Waukegan Rd Glenview, IL 60025-3034",Micro,http://www.ten-ninety.com,www.ten-ninety.com,http://www.google.com/maps/place/1025 Waukegan Rd++Glenview+IL+United States,(773) 414-5906,42.073117,-87.79877
brewery,Steuben Brewing Company,"10286 Judson Rd Hammondsport, NY 14840-9668",Micro,,,http://www.google.com/maps/place/10286 Judson Rd++Hammondsport+NY+United States,(607) 279-8874,42.500827,-77.18794
brewery,RAM Restaurant &amp; Brewery -  Puyallup South Hill,"103 35th Ave SE Puyallup, WA 98374-1231",Brewpub,http://www.theram.com,www.theram.com,http://www.google.com/maps/place/103 35th Ave SE++Puyallup+WA+United States,(253) 841-3317,47.159916,-122.292305
brewery,Rising Tide Brewing Co,"103 Fox St Portland, ME 04101-2539",Micro,http://www.risingtidebrewing.com,www.risingtidebrewing.com,http://www.google.com/maps/place/103 Fox St++Portland+ME+United States,(207) 370-2337,43.665571,-70.257247
brewery,Sante Adairius Rustic Ales,"103 Kennedy Dr Capitola, CA 95010-3641",Micro,http://www.rusticales.com,www.rusticales.com,http://www.google.com/maps/place/103 Kennedy Dr++Capitola+CA+United States,(831) 345-4867,36.983237,-121.949601
brewery,Arcadia Brewing Co,"103 Michigan Ave W Battle Creek, MI 49017-3605",Micro,http://www.arcadiaales.com,www.arcadiaales.com,http://www.google.com/maps/place/103 Michigan Ave W++Battle Creek+MI+United States,(269) 963-9690,42.321951,-85.185489
brewery,Final Gravity Brewing Co,"103 N Phelps St Decatur, MI 49045-1008",Brewpub,http://www.finalgravitybrew.com,www.finalgravitybrew.com,http://www.google.com/maps/place/103 N Phelps St++Decatur+MI+United States,(269) 436-8052,42.108739,-85.974336
brewery,Fox Brewing,"103 S 11th St West Des Moines, IA 50265-4410",Micro,http://www.foxbrewco.com,www.foxbrewco.com,http://www.google.com/maps/place/103 S 11th St++West Des Moines+IA+United States,(515) 635-0323,41.568626,-93.719045
brewery,Lookout Brewing Company,"103 S Ridgeway Ave Black Mountain, NC 28711-3550",Micro,http://www.lookoutbrewing.com,www.lookoutbrewing.com,http://www.google.com/maps/place/103 S Ridgeway Ave++Black Mountain+NC+United States,(828) 357-5169,35.619236,-82.317952
brewery,New Bohemia Brewing Co,"1030 41st Ave Santa Cruz, CA 95062-4447",Brewpub,http://www.nubobrew.co,www.nubobrew.co,http://www.google.com/maps/place/1030 41st Ave++Santa Cruz+CA+United States,(831) 350-0253,36.966611,-121.964622
brewery,Fall River Brewing Company,"1030 E Cypress Ave Redding, CA 96002-1113",Micro,http://www.fallriverbrewing.com,www.fallriverbrewing.com,http://www.google.com/maps/place/1030 E Cypress Ave++Redding+CA+United States,,40.571398,-122.351104
brewery,Brausch Brewery,"1030 S South St. Wilmington, OH 45177-2924",Micro,,,http://www.google.com/maps/place/1030 S South St.++Wilmington+OH+United States,(937) 302-2337,39.430933,-83.831379
brewery,Claim 52 Brewing,"1030 Tyinn St Ste 1 Eugene, OR 97402-6933",Micro,,,http://www.google.com/maps/place/1030 Tyinn St Ste 1++Eugene+OR+United States,(541) 554-6786,44.048916,-123.138321
brewery,Three Weavers Brewing Company,"1031 W Manchester Blvd Unit A-B Inglewood, CA 90301-1509",Micro,http://www.threeweavers.la,www.threeweavers.la,http://www.google.com/maps/place/1031 W Manchester Blvd Unit A-B++Inglewood+CA+United States,(310) 400-5830,33.96074,-118.374628
brewery,Lock 27 Brewing,"1035 S Main St Centerville, OH 45458-3840",Brewpub,,,http://www.google.com/maps/place/1035 S Main St++Centerville+OH+United States,(937) 433-2739,39.609076,-84.162792
brewery,Flossmoor Station Brewing Co,"1035 Sterling Ave Flossmoor, IL 60422-1252",Brewpub,http://www.flossmoorstation.com,www.flossmoorstation.com,http://www.google.com/maps/place/1035 Sterling Ave++Flossmoor+IL+United States,(708) 957-2739,41.543318,-87.678612
